# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
MindRotScroll             |     78 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
PoisonStrikeScroll        |     78 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
WraithFormScroll          |    102 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
LichFormScroll            |    128 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
StrangleScroll            |    128 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
WitherScroll              |    128 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
ExorcismScroll            |    144 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
VampiricEmbraceScroll     |    202 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
VengefulSpiritScroll      |    228 |    0 |    0 | false  | false  | World.None        | Category.Scroll     | Material.None       | Market.Necro
NecroSkinPotion           |   1000 |    1 |    0 | false  | false  | World.Ambrosia    | Category.Potion     | Material.None       | Market.Necro
NeptunesFishingNet        |    320 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Fisherman
NewArmoireA               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireB               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireC               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireD               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireE               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireF               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireG               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireH               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireI               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmoireJ               |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmorShelfA            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmorShelfB            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmorShelfC            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmorShelfD            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewArmorShelfE            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfA            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfB            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfC            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfD            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfE            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfF            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBakerShelfG            |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBlacksmithShelfA       |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBlacksmithShelfB       |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBlacksmithShelfC       |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBlacksmithShelfD       |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBlacksmithShelfE       |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfA             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfB             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfC             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfD             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfE             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfF             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfG             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfH             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfI             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfJ             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfK             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfL             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBookShelfM             |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBowyerShelfA           |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
NewBowyerShelfB           |    400 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Carpenter
